00scoutName,01teamNumber,02matchNumber,03teamColour,04startingRobotPosition,05autoCountCollected,06autoCountSpeaker,07autoCountAmp,08autoCountFailed,09autoMobility,10autoNotesLocations,11autoNotesResults,12teleopCountCollected,13teleopCountSpeaker,14teleopCountAmp,15teleopCountAmpSpeaker,16teleopCountFailed,17teleopNotesLocations,18teleopNotesResults,19endgamePark,20endgameOnstage,21endgameSpotlit,22endgameHarmony,23trapNotes,29died,Comments,defenseBot,,,,
Saga,4107,74,Red,middle,3,1,0,2,FALSE,startingNote-close1Red-close2Red,speaker-failedIntake-failedIntake,8,2,3,1,2,bottom-bottom-middle-middle-top-bottom-top-top,amp-speaker-failed-failed-speaker-amp-amp-ampSpeaker,No Attempt,Successful,Failed,No Attempt,0,1712026479031-1712026512086-1712026513394,1712026540280-1712026546789-1712026561140-1712026572898-1712026596541-1712026604550-1712026625351-1712026658069,FALSE,,null,FALSE,Tue Apr 02 2024 02:58:13 GMT+0000 (Coordinated Universal Time)
Uma,3478,49,Blue,top,3,2,0,0,TRUE,startingNote-close1Blue-close2Blue,No Result-speaker-speaker,10,3,4,0,0,middle-middle-bottom-bottom-bottom-bottom-bottom-bottom-bottom-bottom,amp-amp-speaker-amp-amp-speaker-speaker-No Result-No Result-No Result,Successful,No Attempt,Successful,No Attempt,0,-3.42405E+12,1712026524043-1712026541555-1712026564245-1712026576138-1712026591269-1712026613626-1712026624055---,FALSE,Camera angles were horrible- could not see quite a few of the notes that the bot picked up. ,"[{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""""-""11autoNotesResults"":""""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-bottom-bottom-bottom-bottom""-""12teleopCountCollected"":""5""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""3""-""19endgamePark"":""Successful""-""05autoCountCollected"":""0""-""10autoNotesLocations"":""""-""21endgameSpotlit"":""No Attempt""-""01teamNumber"":""3880""-""16teleopCountFailed"":""1""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker-intentionalDrop-speaker-speaker-failedSpeaker""-""06autoCountSpeaker"":""0""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1710900698803-1710900734941-1710900763197-1710900792874-1710900814284""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""""-""11autoNotesResults"":""""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-bottom-bottom-bottom-bottom-bottom""-""12teleopCountCollected"":""6""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""8""-""19endgamePark"":""Successful""-""05autoCountCollected"":""0""-""10autoNotesLocations"":""""-""21endgameSpotlit"":""No Attempt""-""01teamNumber"":""3880""-""16teleopCountFailed"":""0""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker-speaker-speaker-speaker-speaker-speaker""-""06autoCountSpeaker"":""0""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1710901009061-1710901039199-1710901071571-1710901186322-1710901204864-1710901206565""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""""-""11autoNotesResults"":""""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-bottom-bottom-middle-bottom""-""12teleopCountCollected"":""5""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""3""-""19endgamePark"":""Successful""-""05autoCountCollected"":""0""-""10autoNotesLocations"":""""-""21endgameSpotlit"":""No Attempt""-""01teamNumber"":""3880""-""16teleopCountFailed"":""1""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker-speaker-failedSpeaker-speaker-No Result""-""06autoCountSpeaker"":""0""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1710901317542-1710901340138-1710901369228-1710901379822-""-""22endgameHarmony"":""Failed""-""24bestTeamInput"":""""}-{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""""-""11autoNotesResults"":""speaker""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-bottom-top""-""12teleopCountCollected"":""5""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""1""-""19endgamePark"":""No Attempt""-""05autoCountCollected"":""1""-""10autoNotesLocations"":""startingNote""-""21endgameSpotlit"":""Failed""-""01teamNumber"":""3880""-""16teleopCountFailed"":""1""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1710901515181""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker-failedSpeaker-intentionalDrop""-""06autoCountSpeaker"":""1""-""20endgameOnstage"":""Successful""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1710901553293-1710901582407-1710901626727""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""29died"":""true""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""74""-""11autoNotesResults"":""speaker""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""top-top""-""12teleopCountCollected"":""2""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""Stopped moving midway""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""0""-""19endgamePark"":""No Attempt""-""05autoCountCollected"":""1""-""10autoNotesLocations"":""startingNote""-""21endgameSpotlit"":""No Attempt""-""01teamNumber"":""3880""-""16teleopCountFailed"":""2""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1710901775363""-""09autoMobility"":""true""-""18teleopNotesResults"":""failedSpeaker-failedSpeaker""-""06autoCountSpeaker"":""1""-""20endgameOnstage"":""Failed""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""bottom""-""28teleopNotesTimestamps"":""1710901820533-1710901838140""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""68""-""11autoNotesResults"":""speaker""-""03teamColour"":""Red""-""17teleopNotesLocations"":""bottom""-""12teleopCountCollected"":""2""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""1""-""19endgamePark"":""Successful""-""05autoCountCollected"":""1""-""10autoNotesLocations"":""startingNote""-""21endgameSpotlit"":""Failed""-""01teamNumber"":""3880""-""16teleopCountFailed"":""0""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1710901996563""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker""-""06autoCountSpeaker"":""1""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""bottom""-""28teleopNotesTimestamps"":""1710902025560""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}]",FALSE,Tue Apr 02 2024 02:58:23 GMT+0000 (Coordinated Universal Time)
Saga,4107,67,Red,middle,3,3,0,0,FALSE,startingNote-close1Red-close2Red,speaker-speaker-speaker,5,5,0,0,0,bottom-bottom-middle-top-top,speaker-speaker-speaker-speaker-speaker,No Attempt,Failed,Failed,No Attempt,0,1712026767541-1712026784663-1712026798201,1712026807746-1712026824112-1712026855075-1712026890880-1712026919250,FALSE,Slower bot ,"[{""08autoCountFailed"":""2""-""02matchNumber"":""74""-""11autoNotesResults"":""speaker-failedIntake-failedIntake""-""03teamColour"":""Red""-""17teleopNotesLocations"":""bottom-bottom-middle-middle-top-bottom-top-top""-""12teleopCountCollected"":""8""-""15teleopCountAmpSpeaker"":""1""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""2""-""19endgamePark"":""No Attempt""-""05autoCountCollected"":""3""-""10autoNotesLocations"":""startingNote-close1Red-close2Red""-""21endgameSpotlit"":""Failed""-""01teamNumber"":""4107""-""16teleopCountFailed"":""2""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1712026479031-1712026512086-1712026513394""-""09autoMobility"":""false""-""18teleopNotesResults"":""amp-speaker-failed-failed-speaker-amp-amp-ampSpeaker""-""06autoCountSpeaker"":""1""-""20endgameOnstage"":""Successful""-""00scoutName"":""Saga""-""14teleopCountAmp"":""3""-""29died"":""false""-""04startingRobotPosition"":""middle""-""28teleopNotesTimestamps"":""1712026540280-1712026546789-1712026561140-1712026572898-1712026596541-1712026604550-1712026625351-1712026658069""-""22endgameHarmony"":""No Attempt""}]",FALSE,Tue Apr 02 2024 03:02:48 GMT+0000 (Coordinated Universal Time)
Uma,3478,46,Blue,top,2,2,0,0,TRUE,startingNote-close1Blue,speaker-speaker,11,5,4,0,1,middle-top-top-top-top-middle-bottom-top-top-bottom-bottom,amp-amp-failed-speaker-speaker-speaker-No Result-amp-amp-speaker-speaker,Successful,No Attempt,Failed,No Attempt,0,1712026747869-1712026753584,1712026778525-1712026787456-1712026795903-1712026805217-1712026816297-1712026833341--1712026866046-1712026937342-1712026952133-1712026967414,FALSE,The camera angles are so bad- it’ll spend at least 5 seconds on a different alliance. ,"[{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""""-""11autoNotesResults"":""""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-bottom-bottom-bottom-bottom""-""12teleopCountCollected"":""5""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""3""-""19endgamePark"":""Successful""-""05autoCountCollected"":""0""-""10autoNotesLocations"":""""-""21endgameSpotlit"":""No Attempt""-""01teamNumber"":""3880""-""16teleopCountFailed"":""1""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker-intentionalDrop-speaker-speaker-failedSpeaker""-""06autoCountSpeaker"":""0""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1710900698803-1710900734941-1710900763197-1710900792874-1710900814284""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""""-""11autoNotesResults"":""""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-bottom-bottom-bottom-bottom-bottom""-""12teleopCountCollected"":""6""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""8""-""19endgamePark"":""Successful""-""05autoCountCollected"":""0""-""10autoNotesLocations"":""""-""21endgameSpotlit"":""No Attempt""-""01teamNumber"":""3880""-""16teleopCountFailed"":""0""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker-speaker-speaker-speaker-speaker-speaker""-""06autoCountSpeaker"":""0""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1710901009061-1710901039199-1710901071571-1710901186322-1710901204864-1710901206565""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""""-""11autoNotesResults"":""""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-bottom-bottom-middle-bottom""-""12teleopCountCollected"":""5""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""3""-""19endgamePark"":""Successful""-""05autoCountCollected"":""0""-""10autoNotesLocations"":""""-""21endgameSpotlit"":""No Attempt""-""01teamNumber"":""3880""-""16teleopCountFailed"":""1""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker-speaker-failedSpeaker-speaker-No Result""-""06autoCountSpeaker"":""0""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1710901317542-1710901340138-1710901369228-1710901379822-""-""22endgameHarmony"":""Failed""-""24bestTeamInput"":""""}-{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""""-""11autoNotesResults"":""speaker""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-bottom-top""-""12teleopCountCollected"":""5""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""1""-""19endgamePark"":""No Attempt""-""05autoCountCollected"":""1""-""10autoNotesLocations"":""startingNote""-""21endgameSpotlit"":""Failed""-""01teamNumber"":""3880""-""16teleopCountFailed"":""1""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1710901515181""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker-failedSpeaker-intentionalDrop""-""06autoCountSpeaker"":""1""-""20endgameOnstage"":""Successful""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1710901553293-1710901582407-1710901626727""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""29died"":""true""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""74""-""11autoNotesResults"":""speaker""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""top-top""-""12teleopCountCollected"":""2""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""Stopped moving midway""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""0""-""19endgamePark"":""No Attempt""-""05autoCountCollected"":""1""-""10autoNotesLocations"":""startingNote""-""21endgameSpotlit"":""No Attempt""-""01teamNumber"":""3880""-""16teleopCountFailed"":""2""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1710901775363""-""09autoMobility"":""true""-""18teleopNotesResults"":""failedSpeaker-failedSpeaker""-""06autoCountSpeaker"":""1""-""20endgameOnstage"":""Failed""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""bottom""-""28teleopNotesTimestamps"":""1710901820533-1710901838140""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""29died"":""false""-""26worstTeamInput"":""""-""08autoCountFailed"":""0""-""02matchNumber"":""68""-""11autoNotesResults"":""speaker""-""03teamColour"":""Red""-""17teleopNotesLocations"":""bottom""-""12teleopCountCollected"":""2""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""1""-""19endgamePark"":""Successful""-""05autoCountCollected"":""1""-""10autoNotesLocations"":""startingNote""-""21endgameSpotlit"":""Failed""-""01teamNumber"":""3880""-""16teleopCountFailed"":""0""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1710901996563""-""09autoMobility"":""true""-""18teleopNotesResults"":""speaker""-""06autoCountSpeaker"":""1""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""0""-""25middleTeamInput"":""""-""04startingRobotPosition"":""bottom""-""28teleopNotesTimestamps"":""1710902025560""-""22endgameHarmony"":""No Attempt""-""24bestTeamInput"":""""}-{""08autoCountFailed"":""0""-""02matchNumber"":""49""-""11autoNotesResults"":""No Result-speaker-speaker""-""03teamColour"":""Blue""-""17teleopNotesLocations"":""middle-middle-bottom-bottom-bottom-bottom-bottom-bottom-bottom-bottom""-""12teleopCountCollected"":""10""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""Camera angles were horrible- could not see quite a few of the notes that the bot picked up. ""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""3""-""19endgamePark"":""Successful""-""05autoCountCollected"":""3""-""10autoNotesLocations"":""startingNote-close1Blue-close2Blue""-""21endgameSpotlit"":""Successful""-""01teamNumber"":""3478""-""16teleopCountFailed"":""0""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""-1712026489785-1712026496713""-""09autoMobility"":""true""-""18teleopNotesResults"":""amp-amp-speaker-amp-amp-speaker-speaker-No Result-No Result-No Result""-""06autoCountSpeaker"":""2""-""20endgameOnstage"":""No Attempt""-""00scoutName"":""Uma""-""14teleopCountAmp"":""4""-""29died"":""false""-""04startingRobotPosition"":""top""-""28teleopNotesTimestamps"":""1712026524043-1712026541555-1712026564245-1712026576138-1712026591269-1712026613626-1712026624055---""-""22endgameHarmony"":""No Attempt""}]",FALSE,Tue Apr 02 2024 03:03:38 GMT+0000 (Coordinated Universal Time)
Saga,4107,61,Red,middle,3,3,0,0,FALSE,startingNote-close1Red-close2Red,speaker-speaker-speaker,9,7,1,0,1,bottom-bottom-middle-top-top-top-top-bottom-top,speaker-speaker-speaker-speaker-amp-speaker-failed-speaker-speaker,Successful,Failed,Failed,No Attempt,0,1712027015904-1712027022350-1712027032563,1712027049764-1712027076634-1712027121645-1712027138205-1712027157597-1712027176153-1712027190403-1712027197896-1712027218580,FALSE,,"[{""08autoCountFailed"":""2""-""02matchNumber"":""74""-""11autoNotesResults"":""speaker-failedIntake-failedIntake""-""03teamColour"":""Red""-""17teleopNotesLocations"":""bottom-bottom-middle-middle-top-bottom-top-top""-""12teleopCountCollected"":""8""-""15teleopCountAmpSpeaker"":""1""-""Comments"":""""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""2""-""19endgamePark"":""No Attempt""-""05autoCountCollected"":""3""-""10autoNotesLocations"":""startingNote-close1Red-close2Red""-""21endgameSpotlit"":""Failed""-""01teamNumber"":""4107""-""16teleopCountFailed"":""2""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1712026479031-1712026512086-1712026513394""-""09autoMobility"":""false""-""18teleopNotesResults"":""amp-speaker-failed-failed-speaker-amp-amp-ampSpeaker""-""06autoCountSpeaker"":""1""-""20endgameOnstage"":""Successful""-""00scoutName"":""Saga""-""14teleopCountAmp"":""3""-""29died"":""false""-""04startingRobotPosition"":""middle""-""28teleopNotesTimestamps"":""1712026540280-1712026546789-1712026561140-1712026572898-1712026596541-1712026604550-1712026625351-1712026658069""-""22endgameHarmony"":""No Attempt""}-{""08autoCountFailed"":""0""-""02matchNumber"":""67""-""11autoNotesResults"":""speaker-speaker-speaker""-""03teamColour"":""Red""-""17teleopNotesLocations"":""bottom-bottom-middle-top-top""-""12teleopCountCollected"":""5""-""15teleopCountAmpSpeaker"":""0""-""Comments"":""Slower bot ""-""07autoCountAmp"":""0""-""13teleopCountSpeaker"":""5""-""19endgamePark"":""No Attempt""-""05autoCountCollected"":""3""-""10autoNotesLocations"":""startingNote-close1Red-close2Red""-""21endgameSpotlit"":""Failed""-""01teamNumber"":""4107""-""16teleopCountFailed"":""0""-""defenseBot"":""false""-""23trapNotes"":""0""-""27autoNotesTimestamps"":""1712026767541-1712026784663-1712026798201""-""09autoMobility"":""false""-""18teleopNotesResults"":""speaker-speaker-speaker-speaker-speaker""-""06autoCountSpeaker"":""3""-""20endgameOnstage"":""Failed""-""00scoutName"":""Saga""-""14teleopCountAmp"":""0""-""29died"":""false""-""04startingRobotPosition"":""middle""-""28teleopNotesTimestamps"":""1712026807746-1712026824112-1712026855075-1712026890880-1712026919250""-""22endgameHarmony"":""No Attempt""}]",FALSE,Tue Apr 02 2024 03:08:22 GMT+0000 (Coordinated Universal Time)
