Audrey Garfield,1912,64,Red,top,3,1,0,2,FALSE,startingNote-close2Red-close1Red,speaker-failed-failedIntake,11,11,0,0,1,bottom-bottom-middle-middle-top-top-bottom-top-top-top-top,speaker-speaker-speaker-speaker-speaker-failed-speaker-speaker-speaker-speaker-speaker,Successful,Failed,Failed,No Attempt,0,,,FALSE,0,0,0,0,0,0,,,FALSE
Nico,1818,64,Blue,top,0,0,0,0,TRUE,,,4,0,2,1,1,startingNote-top-bottom-top,amp-amp-failed-ampSpeaker,Successful,No Attempt,No Attempt,No Attempt,0,,,FALSE,0,0,0,0,0,0,Might as well be a kit bot- slow everywhere and their amp shot clogged the amp,,FALSE
Xanthe,8808,65,Blue,middle,3,3,0,0,FALSE,startingNote-close2Blue-close3Blue,speaker-speaker-speaker,12,14,0,0,0,top-top-bottom-bottom-bottom-bottom-bottom-bottom-bottom-bottom-bottom-bottom,speaker-speaker-speaker-speaker-speaker-speaker-speaker-speaker-speaker-speaker-speaker-speaker,No Attempt,Successful,No Attempt,No Attempt,0,,,FALSE,0,0,0,0,0,0,,,FALSE
Andrew,364,65,Blue,bottom,1,1,0,0,FALSE,startingNote,speaker,0,0,0,0,0,,,No Attempt,No Attempt,No Attempt,No Attempt,0,,,TRUE,0,0,0,0,0,0,,,FALSE
Ethan c,3478,65,Red,middle,2,1,0,2,TRUE,startingNote-close1Red,speaker-failed,14,0,0,8,0,middle-middle-top-top-bottom-bottom-top-top-top-top-top-top-bottom-top,intentionalDrop-intentionalDrop-intentionalDrop-ampSpeaker-ampSpeaker-ampSpeaker-intentionalDrop-ampSpeaker-ampSpeaker-intentionalDrop-intentionalDrop-ampSpeaker-ampSpeaker-trap,No Attempt,Successful,No Attempt,No Attempt,1,,,FALSE,0,0,0,0,0,8,,,FALSE
Audrey Garfield,2183,65,Red,bottom,2,0,0,2,FALSE,middle1-close1Red,failed-failedIntake,7,0,5,2,2,bottom-bottom-bottom-top-bottom-top-bottom,failed-ampSpeaker-ampSpeaker-amp-amp-amp-failed,Successful,Failed,Failed,No Attempt,0,,,FALSE,0,0,0,0,0,0,,,FALSE
Sierrah,1421,65,Red,top,1,0,1,0,TRUE,startingNote,amp,3,0,2,0,0,bottom-top-top,amp-amp-No Result,No Attempt,Successful,No Attempt,No Attempt,0,,,FALSE,0,0,0,0,0,0,,,FALSE
Nico,9717,65,Blue,top,1,0,0,1,FALSE,startingNote,failed,5,0,2,0,1,bottom-bottom-bottom-bottom-bottom,amp-failed-amp-intentionalDrop-No Result,Successful,No Attempt,No Attempt,No Attempt,0,,,FALSE,0,0,0,0,0,1,Loose grip on notes- two notes on bot for a bit,,FALSE
Nico,9405,66,Blue,bottom,1,1,0,0,FALSE,startingNote,speaker,0,0,0,0,0,,,No Attempt,No Attempt,No Attempt,No Attempt,0,,,TRUE,0,0,0,0,0,0,Died in front of source ,,FALSE
Xanthe,8044,66,Blue,middle,4,4,0,0,TRUE,startingNote-close2Blue-close3Blue-middle5,speaker-speaker-speaker-speaker,7,2,5,0,0,top-bottom-bottom-bottom-bottom-bottom-bottom,amp-speaker-amp-amp-speaker-amp-amp,No Attempt,Successful,No Attempt,No Attempt,0,,,FALSE,0,0,0,0,1,0,,,FALSE
Ethan c,2221,66,Red,top,1,1,0,0,FALSE,startingNote,speaker,0,0,0,0,0,,,Successful,No Attempt,No Attempt,No Attempt,0,,,FALSE,0,0,0,0,0,0,Did defense,,FALSE
Audrey Garfield,9153,66,Red,bottom,1,1,0,0,FALSE,startingNote,speaker,6,0,4,0,2,middle-top-top-top-bottom-top,amp-amp-amp-failed-amp-failed,No Attempt,No Attempt,No Attempt,No Attempt,0,,,FALSE,0,0,0,0,0,0,Could not shoot into speaker ,,FALSE
Andrew,2080,66,Blue,top,1,1,0,0,TRUE,startingNote,speaker,0,0,0,0,0,,,Successful,No Attempt,No Attempt,No Attempt,0,,,FALSE,0,0,0,0,0,0,,,FALSE
